code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label_30,label_60,label_90
002807.XSHE,2017/3/15,24.55,23.478,2.23,7.69,12.89,3.087,3.0804,0.2414,40.2147,,58.572,41.428,40.2147,,43.6167,,101.4469,-2.3851,99.7874,,1319.9004,3129.2776,-2.6288,-6.2427,-2.6288,-6.2427,-5.0947,49.7618,-3.7709,60.5766,-0.3826,80.281,1,1,1
002807.XSHE,2017/4/28,42.46,42.4614,3.77,13.38,4.96,1.9867,1.9836,0.1713,32.4129,,68.3311,31.669,32.4129,,40.8261,,72.91,26.3242,99.8426,,54.8944,237.686,-8.3403,-11.4796,-8.3403,-11.4796,3.1137,-32.3319,0.8138,-28.6529,-1.1635,-34.7261,-1,-1,-1
002808.XSHE,2017/4/24,130.11,116.1971,9.74,19.37,27.85,3.3747,2.9711,3.0666,19.7206,17.3727,82.0873,18.9299,19.7206,3.5248,-0.9495,-6.1383,84.9376,4.8237,88.0414,104.0819,39.5844,220.9854,32.2671,24.7128,32.2671,24.7128,19.8102,90.1717,23.9933,123.2539,23.9933,123.2539,-1,-1,-1
002808.XSHE,2017/4/28,113.25,113.2453,9.05,16.59,25.88,1.2283,1.1008,1.1092,10.0199,24.8543,89.5368,11.5936,10.0199,3.122,10.0018,0.6568,89.295,9.6468,89.6215,116.2213,12.4719,119.1972,41.8438,-26.5647,41.8438,-26.5647,21.7584,-55.0247,26.7601,-62.6881,26.7601,-62.6881,-1,-1,-1
002809.XSHE,2017/3/31,76.49,71.7619,6.82,13.68,16.63,1.901,1.8704,1.6709,12.8293,29.2592,84.8858,15.1142,12.8293,6.8727,9.3683,-1.9218,98.6938,,98.3911,103.5006,29.1708,193.0021,2.9123,13.8538,2.9123,13.8538,-36.4214,8.7522,-40.4846,8.8397,-40.4846,8.8397,-1,-1,-1
002809.XSHE,2017/4/28,97.13,97.133,7.25,14.7,50.42,1.9702,1.5154,1.7226,14.3141,25.6949,86.9349,13.0651,14.3141,6.8663,5.7099,-2.9043,77.02,,76.9128,38.9997,-36.9415,-282.7497,61.4541,-5.2856,61.4541,-5.2856,16.8626,-18.1268,35.1068,5.6764,35.1068,5.6764,1,1,1
002810.XSHE,2017/4/28,85.82,94.4254,7.34,8.49,21.71,1.7453,1.7184,1.0864,6.9474,22.3478,91.7455,8.2641,6.9474,5.1163,5.0423,0.2043,98.1539,0.1142,98.4621,67.3348,20.4268,247.4625,16.8446,6.7342,16.8446,6.7342,11.325,-12.8195,-37.6403,-16.9905,-35.3663,-14.444,-1,-1,-1
002810.XSHE,2017/4/28,87.73,87.7326,6.66,7.41,19.72,2.4253,1.7634,1.6373,11.3624,24.296,90.2781,9.7129,11.3624,3.6098,7.7827,1.7986,72.6962,-0.0672,72.7104,92.9346,-25.5901,-263.2203,9.1967,-9.3245,9.1967,-9.3245,6.8711,6.5723,42.2183,48.2981,38.4991,40.3249,-1,-1,-1
002810.XSHE,2017/8/17,58.7818,64.038,4.7703,5.3042,127.1988,1.9303,1.8963,1.1823,7.0999,22.0084,91.7182,8.3492,7.0999,3.6228,6.246,1.6591,97.4614,-0.0839,98.2371,115.3391,24.2819,293.1955,16.1706,27.9836,16.1706,27.9836,-2.0039,10.0148,-1.1472,-20.0286,-3.648,-18.9607,-1,-1,-1
002811.XSHE,2017/4/22,62.53,61.5679,5.55,4,13.77,1.5333,1.4813,0.8132,5.002,22.3418,93.7824,6.2176,5.002,1.1032,4.7985,0.736,96.484,,96.6078,71.3611,-8.2603,-132.8538,-5.9776,-4.5512,-5.9776,-4.5512,-61.9878,-13.6274,-58.9564,-1.7102,-58.9564,-1.7102,1,1,1
002811.XSHE,2017/4/25,76.28,76.2835,5.25,3.86,13.02,1.3436,1.3317,0.7187,4.4637,18.332,94.0481,6.0538,4.4637,1.0956,3.7486,0.8821,97.4687,1.6671,99.1133,87.5148,-15.1825,-255.0847,-10.5815,-0.5556,-10.5815,-0.5556,-13.4716,-3.1764,-23.2668,-11.2582,-23.2668,-11.2582,1,1,1
002812.XSHE,2017/3/31,50.87,55.6746,5.5,7.37,16.92,3.5565,3.2878,2.963,16.1073,30.8084,82.4971,17.5937,16.1073,2.9242,7.7981,-0.4528,92.0401,0.4773,92.4455,99.043,23.2463,132.8138,3.9589,16.0172,3.9589,16.0172,6.2563,57.059,2.1722,57.1937,2.1722,57.1937,-1,1,1
002812.XSHE,2017/4/22,44.93,44.9256,4.73,6.48,15.15,1.4196,1.24,1.199,9.3174,23.443,90.5242,10.4415,9.3174,2.6978,10.8204,-0.4843,86.0356,8.7674,87.3508,91.3988,-15.0055,-158.3556,10.6903,-29.2661,10.6903,-29.2661,-14.4698,-58.0211,-18.4334,-59.0834,-18.4334,-59.0834,1,1,1
002812.XSHE,2017/8/10,68.9439,66.8258,7.0477,9.4508,57.6084,2.7409,2.4732,2.2996,14.0513,23.7201,86.1463,15.0818,14.0513,1.9069,6.9834,-0.272,88.9797,7.478,90.2312,114.0622,23.1215,166.8976,4.3504,26.6915,4.3504,26.6915,-7.3072,82.9948,-10.3591,91.0598,-10.3591,91.0598,1,1,1
002813.XSHE,2017/4/27,89.87,131.7239,9.23,8.04,36.2,0.3388,-0.2639,0.1808,1.2946,30.5928,103.0568,-3.0568,1.2946,13.9014,11.6686,4.6325,1037.7594,,-77.91,86.8406,-19.0045,621.7152,-17.8084,1.7745,-17.8084,1.7745,-124.3972,-60.2346,-92.4471,-81.1645,-92.35,-80.9593,-1,1,1
002813.XSHE,2017/4/27,145.76,145.7551,8.7,7.92,34.15,1.772,1.5315,0.9482,5.7646,31.9123,93.9502,6.0521,5.7646,11.0862,9.3021,0.5669,85.6936,0.0321,86.4293,66.7404,-23.8711,-394.5739,2.0102,20.1137,2.0102,20.1137,-32.737,337.8129,-26.5814,434.8227,-26.5288,428.6262,-1,1,1
002813.XSHE,2017/8/17,102.4182,91.6634,5.7933,5.1504,724.7801,0.8033,1.0668,0.4218,2.5058,23.6444,99.3395,3.7627,2.5058,9.7239,10.9116,0.3029,22.9294,-0.1443,132.8127,75.362,-6.2403,-944.7911,15.6954,2.6352,15.6954,2.6352,-39.281,-36.1894,-50.3026,-55.3859,-49.8243,-55.1023,-1,-1,-1
002815.XSHE,2017/3/10,53.99,61.7012,9.2,8.89,23.2,4.2822,4.3294,2.5912,14.5802,34.9893,83.7631,16.4166,14.5802,4.7205,13.6746,-0.8923,100.1633,,101.1032,86.074,18.8084,115.8373,35.5061,0.5294,35.5061,0.5294,37.1788,-12.3297,56.5663,-11.5028,56.5663,-11.5028,-1,-1,-1
002815.XSHE,2017/4/21,43.42,43.4165,7.74,7.26,-876.07,4.6332,4.5319,2.7043,13.9334,32.6041,84.0437,16.3625,13.9334,4.0702,10.4088,0.9997,96.6913,2.4616,97.8147,91.3485,20.9916,131.5569,42.829,13.2043,42.829,13.2043,24.7055,12.8308,12.2913,8.1818,12.2913,8.1818,-1,-1,-1
002816.XSHE,2017/4/25,128.86,119.6842,14.44,13.31,910.26,2.564,2.3768,1.8384,9.9782,43.7125,88.5379,11.4621,9.9782,7.9248,12.9291,-0.3096,89.5157,,92.7002,64.1499,-2.2324,-19.476,-4.7984,19.631,-4.7984,19.631,-25.5111,35.1963,-37.5466,50.8544,-37.5466,50.8544,-1,-1,-1
002816.XSHE,2017/4/29,121.91,121.91,12.27,11.48,773.18,-0.5841,-0.6549,-0.4315,-6.5846,34.0056,107.7105,-6.1919,-6.5846,11.5585,32.204,0.7652,150.4681,-29.6341,112.1312,188.1804,-25.7097,333.4374,2.6439,-58.0005,2.6439,-58.0005,37.1307,-122.6886,21.5957,-127.7154,21.5957,-127.7154,-1,-1,-1
002817.XSHE,2017/4/7,89.95,89.9535,13.86,19.46,703.32,1.7965,1.6038,1.5687,11.5535,41.0404,88.1696,12.2461,11.5535,14.4508,13.9329,-0.0366,90.6244,3.184,89.276,73.0753,12.3092,104.0468,,18.0546,,18.0546,,-22.1049,,-18.4121,,-18.4121,-1,-1,-1
002817.XSHE,2017/4/26,94.04,94.0386,13.8,17.35,700.36,2.056,1.6534,1.8592,17.0914,38.0754,83.7911,18.5273,17.0914,9.5336,9.7381,-0.2451,81.1253,11.6031,80.4168,47.3739,-10.9156,-67.3429,9.3593,-0.0831,9.3593,-0.0831,-19.3783,51.1654,-13.0219,47.8092,-13.0219,47.8092,-1,-1,-1
002817.XSHE,2017/8/21,62.6226,60.2722,4.98,10.8667,89.2589,2.2148,1.6644,2.0189,19.8813,37.8824,82.594,21.041,19.8813,9.4561,10.8088,0.029,75.5936,9.3945,75.1496,88.6379,29.8162,171.2986,0.5271,-6.2198,0.5271,-6.2198,-18.8505,6.504,-18.195,9.0883,-18.195,9.0883,-1,-1,-1
002818.XSHE,2017/3/30,46.61,57.0082,9.5,21.04,-124.76,3.7983,3.7989,2.7601,41.449,65.0497,50.5896,49.4104,41.449,0.5789,6.3395,1.2768,100.0111,,100.0139,105.5686,69.1024,139.8541,-1.8719,-0.0344,-1.8719,-0.0344,3.4898,-11.7321,1.9061,-13.3228,1.9061,-13.3228,-1,-1,-1
002818.XSHE,2017/4/25,38.69,38.6919,5.64,17.62,36.06,4.082,4.0363,3.2448,52.845,71.1994,38.1399,62.4705,52.845,0.1567,3.1805,-0.0539,98.8848,0.9758,98.8787,99.4985,66.828,108.031,-3.5732,0.5006,-3.5732,0.5006,7.6986,27.0648,7.4784,28.1322,7.4784,28.1322,-1,-1,-1
002819.XSHE,2017/4/6,168.42,173.7953,17.31,8.35,600.81,2.1251,1.8597,1.8176,4.1373,12.9045,95.4071,4.5929,4.1373,5.0434,3.5357,-0.6884,89.0846,,87.5134,127.4426,35.3062,768.7166,11.344,19.0233,11.344,19.0233,11.7438,-5.8305,-11.647,-25.1441,-14.0928,-25.498,-1,-1,-1
002819.XSHE,2017/4/27,168.98,168.9819,16.84,7.86,584.4,-0.5835,-0.6137,-0.4646,-1.7778,12.1604,101.7592,-1.7592,-1.7778,6.7872,7.0895,-0.093,106.9905,,105.188,125.5897,-13.7886,783.8188,11.4973,-31.7114,11.4973,-31.7114,-259.6308,-126.1558,-231.002,-129.3438,-234.892,-131.5293,-1,-1,-1
002820.XSHE,2017/3/31,67.9,66.7734,13.11,13.72,48.97,1.9714,1.0332,1.6973,14.9848,53.8982,88.9602,11.0398,14.9848,26.9728,13.6967,0.4634,53.7216,,52.4088,118.6183,-7.7485,-70.1872,-0.0566,-20.7693,-0.0566,-20.7693,-41.702,-68.0141,-4.7273,-47.3283,-4.7273,-47.3283,-1,-1,-1
002820.XSHE,2017/4/17,63.98,63.9813,6,12.83,11.68,3.1295,2.9728,2.9456,20.5752,48.7649,75.9001,26.0619,20.5752,17.3299,5.8564,-0.0753,87.822,7.1498,94.9919,119.4237,26.6275,110.4883,8.3495,57.7078,8.3495,57.7078,-3.0579,272.3054,1.8862,116.5451,1.8862,116.5451,1,1,1
002820.XSHE,2017/8/18,47.1151,47.4106,4.4518,9.2726,-637.4556,1.9318,1.8373,1.8283,19.0657,52.0946,80.6174,23.7372,19.0657,23.5615,7.8437,0.0128,77.615,17.4377,95.1053,119.9027,11.3496,58.5556,0.3,-32.765,0.3,-32.765,-0.7795,-38.7623,-1.2977,-37.6978,-1.2977,-37.6978,-1,-1,-1
002821.XSHE,2017/3/30,62.33,105.4725,15.56,14.77,105.81,4.5872,4.364,3.1586,19.9272,46.1563,79.5882,20.3467,19.9272,4.4977,22.6828,-5.8238,94.3716,-0.3008,95.1351,59.8116,9.7663,47.8463,2.1483,0.654,2.1483,0.654,-17.3956,-51.0284,-20.9156,-42.9887,-9.9689,-35.6397,-1,1,1
002821.XSHE,2017/4/24,58.4,58.4022,8.41,13.38,18.78,2.7545,2.6078,2.3581,19.9118,48.3266,75.8838,24.1717,19.9118,3.1581,19.7789,0.7572,95.7673,0.2203,94.672,130.1482,53.1831,220.5285,55.3973,-8.5993,55.3973,-8.5993,65.7408,8.5831,59.6606,-8.6702,49.4993,-23.4275,-1,-1,-1
002821.XSHE,2017/8/10,62.4234,66.4378,8.8124,13.916,20.2422,4.1548,2.4754,3.3499,31.3368,55.8195,78.7591,36.2152,31.3368,5.1171,22.6633,5.4743,60.6076,,59.5799,74.0518,-1.03,-4.8493,-7.8997,-9.901,-7.8997,-9.901,24.2757,34.9907,25.5461,41.7961,34.7571,54.2397,-1,-1,-1
002822.XSHE,2017/4/21,47.81,56.3483,7.14,3.22,238.62,2.5779,2.7818,1.373,5.1774,15.7079,92.777,7.223,5.1774,1.0164,2.7453,1.0656,107.1426,,107.9096,94.0264,-1.0888,-15.0738,-0.4282,0.7222,-0.4282,0.7222,-4.4959,-12.5628,-38.2931,-22.6688,-38.2147,-22.5651,-1,1,1
002822.XSHE,2017/4/26,46.81,46.8086,6.11,2.76,204.01,1.1342,1.1336,0.6236,3.6593,16.0586,94.9797,5.0203,3.6593,1.0971,3.6614,1.5224,99.9596,,99.953,66.357,-42.4992,-846.5423,6.9921,-23.0519,6.9921,-23.0519,-0.2283,-46.5171,1.011,-45.6147,-0.0511,-45.6122,-1,1,1
002823.XSHE,2017/4/25,58.39,82.3561,7.48,6.74,18.07,3.4906,3.2244,2.2281,10.9644,28.9221,86.8301,13.1096,10.9644,3.081,10.3234,0.9805,92.586,-0.4239,92.3737,109.4702,10.0052,75.9706,36.6842,,36.6842,,36.546,,42.8388,,42.8388,,1,1,1
002823.XSHE,2017/8/19,43.7328,47.3722,5.7875,5.0672,21.8058,3.6529,3.6455,2.441,11.7491,29.8037,87.721,12.4916,11.7491,3.2033,12.4353,0.8723,98.0498,1.6971,99.7971,110.8751,8.9679,73.0345,31.6455,2.0694,31.6455,2.0694,35.6708,-2.7425,40.9252,9.3738,40.9252,9.3738,-1,-1,-1
002824.XSHE,2017/4/25,72.44,72.44,12.62,6.65,519.04,3.2961,2.7419,2.5935,9.9598,21.4526,90.256,10.0314,9.9598,3.011,8.1373,0.2827,83.2177,2.454,83.1859,117.0991,7.398,75.9238,23.3476,-12.105,23.3476,-12.105,-5.2978,4.5297,22.6209,-12.7955,22.6209,-12.7955,-1,1,1
002825.XSHE,2017/4/18,75.49,79.0526,13.82,8.9,84.39,3.616,3.0687,2.7617,10.6698,22.3369,89.2531,10.7469,10.6698,3.9557,10.2756,-4.5072,88.0724,,84.8659,109.5565,13.8163,128.5607,16.1957,7.712,16.1957,7.712,17.1819,-7.4518,19.867,-5.8588,19.867,-5.8588,1,1,1
002825.XSHE,2017/4/18,78.66,78.6565,15.03,9.3,91.76,1.7937,1.7497,1.4209,7.6647,22.3247,91.2153,8.9749,7.6647,3.372,10.0541,-0.2429,97.5469,2.1126,97.5501,112.3959,31.6215,359.9623,21.4253,-13.118,21.4253,-13.118,-3.5308,-27.4434,-7.9962,-37.588,-7.9962,-37.588,1,1,1
002825.XSHE,2017/8/8,54.1162,53.3865,6.2078,6.0561,15.1383,1.6159,1.5202,1.2684,5.6842,21.1376,93.4068,6.6875,5.6842,2.7665,9.2587,2.3571,94.235,1.3475,94.0788,100.7581,1.4664,22.2408,7.8912,22.5023,7.8912,22.5023,-54.2528,-8.7195,-55.7763,-9.1512,-55.7763,-9.1512,-1,-1,-1
002826.XSHE,2017/4/24,94.93,105.0421,9.46,11.63,21.61,0.9953,0.99,0.8543,7.0839,71.6979,91.8652,8.1348,7.0839,51.1421,10.1214,0.3194,99.622,,99.4741,186.7785,29.6584,364.5874,43.1743,,43.1743,,83.3812,,16.4368,,16.4368,,-1,-1,-1
002826.XSHE,2017/8/19,70.7614,71.7639,7.2283,8.3536,27.1529,2.8012,2.6667,2.3892,14.3384,74.3375,84.7075,16.1571,14.3384,50.5242,8.7108,-0.0013,95.2675,,95.1998,135.5893,9.9349,64.966,-23.6933,40.2898,-23.6933,40.2898,-11.8882,178.6392,-20.3487,183.9576,-20.3487,183.9576,-1,-1,-1
002827.XSHE,2017/4/15,52.05,82.1129,14.71,15.08,77.99,5.2986,6.2076,3.9204,19.3733,50.2697,74.6308,25.3692,19.3733,5.464,17.9763,0.2597,116.9108,,117.1563,117.1968,41.1427,162.1754,68.4819,24.5096,68.4819,24.5096,49.4655,-8.3866,23.1002,-24.6538,24.2366,-24.6333,1,1,1
002827.XSHE,2017/4/21,52.63,52.6263,15.7,13.73,83.23,1.5402,1.5346,1.2595,14.9584,47.5181,83.9033,16.0967,14.9584,7.2432,23.466,-0.0798,99.63,,99.6399,123.418,10.085,62.6531,79.8572,-49.5444,79.8572,-49.5444,86.5749,-67.9862,77.9806,-61.0426,70.475,-60.7353,-1,1,1
002827.XSHE,2017/8/19,38.5115,40.1897,6.272,9.6993,11.6749,5.8351,5.8272,5.0287,31.7716,56.0505,64.2546,36.0521,31.7716,5.6475,12.8681,-0.0551,99.8675,,99.865,109.6379,27.0757,75.746,31.7652,79.8531,31.7652,79.8531,29.5363,302.8215,27.9407,282.0078,27.9921,280.6482,-1,-1,-1
002828.XSHE,2017/3/29,68.78,69.3609,9.2,6.94,250.41,3.9295,3.2827,2.5261,34.6412,52.9581,64.2463,35.5931,34.6412,0.5782,14.8399,0.3209,84.4091,-0.3791,83.5402,156.5018,71.7031,200.5475,-74.7732,-61.051,-74.7732,-61.051,-17.5176,-4.0911,-12.0862,11.9532,-10.8041,12.1997,-1,-1,-1
002828.XSHE,2017/4/24,74.32,74.316,5.55,10.87,15.65,-1.0675,-1.1534,-0.843,-193.4598,20.8723,293.8847,-193.8847,-193.4598,7.8483,233.9358,1.5112,102.7024,,108.0421,1922.1755,976.3971,-503.5967,32.9837,-93.8956,32.9837,-93.8956,21.8131,-133.2523,15.8592,-134.0911,15.7397,-134.0732,1,1,1
002829.XSHE,2017/3/8,64.93,77.3999,14.16,17.13,-172.57,5.8511,5.5996,4.3734,32.0284,53.1909,72.8482,27.1518,32.0284,4.2288,20.461,0.1434,77.1989,,95.7012,117.5137,64.6021,237.9294,-19.9872,12.4738,-19.9872,12.4738,-30.536,8.8623,-17.9006,28.3927,-16.5494,30.1449,1,1,1
002829.XSHE,2017/4/18,91.26,91.2608,9.48,24.12,20.5,0.5057,0.3544,0.4879,11.8953,44.5613,105.0837,-5.0837,11.8953,7.1547,39.6515,-1.2298,-36.7329,,70.0817,79.4626,-129.3061,2543.5613,27.908,-63.5148,27.908,-63.5148,-827.1097,-106.8312,31.8749,-86.4495,11.8105,-88.6972,-1,-1,-1
002830.XSHE,2017/4/10,89.11,88.0534,13.82,6.34,46.17,7.5783,7.6203,4.1065,13.2838,35.3125,82.3445,17.6555,13.2838,9.7419,4.9555,-1.5804,100.5592,,100.5544,88.308,10.7415,60.8395,9.9698,51.9468,9.9698,51.9468,8.9913,288.4699,10.168,300.6639,10.168,300.6639,-1,-1,-1
002830.XSHE,2017/4/24,84.49,84.4899,14.1,6.32,47.1,-3.1361,-3.2626,-1.905,-17.5405,13.7496,125.2798,-24.3303,-17.5405,23.2714,15.9244,-0.9192,108.0916,-4.0598,104.0318,127.9331,-24.5606,97.1551,8.3376,-59.8896,8.3376,-59.8896,-2.6293,-155.2743,4.1135,-152.9634,4.1135,-152.9634,-1,-1,-1
002830.XSHE,2017/8/19,64.0559,65.0106,6.148,4.7062,10.06,5.0826,5.0331,2.971,14.4088,36.7547,80.572,19.5804,14.4088,12.7763,7.0188,-2.9638,98.282,0.7709,99.0255,136.4576,51.9754,267.5289,6.622,96.2568,6.622,96.2568,3.2675,257.9421,3.208,261.2165,3.208,261.2165,-1,-1,-1
002831.XSHE,2017/4/25,36.32,42.0552,10.86,5.66,125.19,9.4954,9.1639,5.0994,16.6426,35.929,80.4343,19.5657,16.6426,4.3305,11.1168,-1.6614,96.6246,,96.509,60.5903,-14.3717,-73.4536,49.7506,24.1067,49.7506,24.1067,46.5823,4.9915,53.5786,8.8579,53.4401,8.8976,-1,-1,-1
002831.XSHE,2017/4/25,31.7,31.7039,10.88,5.01,125.39,3.7271,3.6366,2.2022,11.7016,31.2108,85.7233,14.2767,11.7016,4.6134,10.8423,1.4193,97.6374,,97.5719,141.9458,38.6238,270.538,38.0577,-28.7263,38.0577,-28.7263,33.8066,-47.9932,28.9114,-49.8867,29.5343,-49.8905,-1,-1,-1
002831.XSHE,2017/8/21,32.9024,34.2938,6.7643,5.063,20.0747,3.3754,3.0005,2.0374,11.767,31.1611,88.0591,12.3633,11.767,4.5884,10.1897,4.206,85.9411,,88.8947,131.4394,35.4862,297.182,25.3651,-8.5217,25.3651,-8.5217,4.9782,-20.7816,15.9049,-8.0102,16.0906,-8.1297,-1,-1,-1
002832.XSHE,2017/4/26,52.56,52.56,10.24,8.59,61.08,2.858,2.664,2.3841,11.5975,61.2541,85.5627,14.642,11.5975,35.5706,9.8202,-0.3144,93.2107,1.3218,93.214,103.4453,6.3043,43.6665,,,,,,,,,,,-1,-1,-1
002832.XSHE,2017/4/26,49.84,53.5471,10.43,7.83,62.23,4.5634,4.5274,3.9099,21.1107,62.8619,72.3728,27.7694,21.1107,25.4887,8.7992,-0.4365,99.2024,0.5106,99.2112,131.3284,44.7126,161.8424,20.2624,20.3997,20.2624,20.3997,20.0456,128.3451,20.3703,119.1618,20.3703,119.1618,-1,-1,-1
002832.XSHE,2017/8/21,41.1507,44.3022,4.3636,6.6011,9.5246,1.779,1.7256,1.5059,11.3676,63.3524,84.8444,15.478,11.3676,37.5922,10.8809,-1.4786,97.0523,2.0644,96.998,103.4336,-5.8767,-38.7758,22.0893,-25.8761,22.0893,-25.8761,23.0075,-58.6851,24.037,-60.0861,24.037,-60.0861,-1,-1,-1
002833.XSHE,2017/4/21,16.73,26.3585,6.42,4.85,26.13,6.5406,6.4743,5.5152,25.0276,40.0618,72.7193,27.2945,25.0276,1.7134,8.6591,-0.1117,94.6195,0.0477,98.9869,118.4368,17.7519,65.0711,53.7652,-8.1594,53.7652,-8.1594,83.4505,-41.0075,76.0092,-37.0451,71.8431,-37.6181,-1,1,1
002833.XSHE,2017/4/28,47.75,47.7466,20.25,13.87,82.37,7.3251,6.9823,6.3791,28.6411,38.302,68.0055,32.4442,28.6411,1.2883,4.4114,-0.6905,95.3417,1.3401,95.3197,104.5291,30.9767,96.8189,83.2808,32.6686,83.2808,32.6686,117.7634,57.6994,156.5176,51.8236,153.2235,53.3169,-1,-1,-1
002833.XSHE,2017/8/18,42.1562,50.9945,10.0143,12.7598,19.1677,8.5143,7.6842,7.4543,32.1174,40.0682,65.8718,35.8844,32.1174,1.0742,3.9809,-0.0829,90.0348,4.3926,90.2505,127.9205,43.2178,126.6336,61.4638,14.2748,61.4638,14.2748,74.4285,26.3921,61.9098,28.1448,61.83,28.3967,-1,-1,-1
002835.XSHE,2017/4/21,65.71,70.0502,13.78,8.02,78.14,1.4274,0.8578,1.1226,8.9775,33.9525,95.2065,4.7935,8.9775,6.833,19.075,1.3814,52.4074,,60.0977,119.5846,-18.4457,-384.8086,3.5943,,3.5943,,-28.6604,,28.5692,,28.5692,,1,1,1
002836.XSHE,2017/3/10,28.07,28.0673,4.04,4.21,82.56,6.2436,5.7695,4.3717,24.4567,40.9048,71.4547,28.5453,24.4567,2.7355,9.4163,0.3003,92.0156,,92.4065,135.6074,71.42,250.1985,,,,,,,,,,,1,1,1
002836.XSHE,2017/4/22,115.63,115.6335,14.71,21.68,33.47,2.784,2.7756,2.105,20.9166,42.3841,73.1215,26.8785,20.9166,2.0633,12.0949,-0.018,99.7022,,99.6986,108.7969,-37.2535,-138.6,-16.8736,-36.8707,-16.8736,-36.8707,-15.6355,-40.557,-8.1952,-46.0086,-8.1952,-46.0086,1,1,1
002837.XSHE,2017/4/25,57.59,61.7309,16.53,8.08,160.75,2.253,2.2285,1.4644,10.8845,34.5506,87.0489,12.9511,10.8845,9.1815,8.8888,-0.1342,98.2207,,98.911,55.4758,-88.0567,-679.9183,34.1262,,34.1262,,29.4533,,17.2241,,22.7929,,1,1,1
002837.XSHE,2017/8/11,72.3966,74.9483,8.26,9.811,21.7914,4.2842,4.0792,2.6672,12.8801,32.4054,88.6953,15.6507,12.8801,10.4413,7.4956,0.4352,71.9758,,95.215,63.4639,-7.0814,-62.6417,23.3886,54.3115,23.3886,54.3115,8.5212,86.4779,-11.732,82.6031,-0.944,92.9474,-1,-1,-1
002838.XSHE,2017/4/27,69.29,69.2928,12.09,6.91,142.64,2.8598,2.6848,2.3027,11.5139,22.5417,86.2591,12.6416,11.5139,3.3925,5.2894,0.4243,101.239,-8.0995,93.88,124.9667,-10.6315,-77.371,17.012,-21.9158,17.012,-21.9158,11.6651,37.293,10.5166,26.1438,10.2874,23.855,-1,-1,-1
002838.XSHE,2017/8/10,55.4249,56.8677,5.903,5.4421,16.9131,3.1539,3.2475,2.6554,10.2533,19.531,88.2938,12.4342,10.2533,2.426,4.5462,0.1629,97.1975,-3.0552,102.9663,90.2993,1.9945,17.0378,34.7565,23.9867,34.7565,23.9867,17.8862,21.9531,12.0656,10.4124,11.5753,12.1347,-1,-1,-1
002839.XSHE,2017/4/28,77.26,79.0949,7.49,21.92,-12.12,2.6298,2.6089,0.2248,33.8642,,65.8517,34.1483,33.8642,,38.1898,,76.8725,21.9932,99.2025,,-155.9385,-587.2978,-6.1553,,-6.1553,,3.1839,,4.8463,,6.1205,,-1,-1,-1
002840.XSHE,2017/4/21,56.19,56.1866,6.65,1.3,99.68,3.6345,3.571,2.4429,3.0739,6.2332,96.9821,3.0179,3.0739,0.9269,1.8851,0.1658,97.9036,,98.2525,113.9972,4.3206,143.1659,51.6545,-13.071,51.6545,-13.071,137.6293,54.8359,145.244,27.6748,126.5611,24.1839,-1,-1,-1
002841.XSHE,2017/4/25,52.1,52.0992,31.05,4.69,76.17,6.7686,6.9758,3.5604,6.9356,21.7854,91.4003,7.032,6.9356,5.2157,8.2963,-0.1703,103.2599,-18.8239,103.0614,108.5258,-19.715,-229.2524,11.518,-25.7409,11.518,-25.7409,8.2809,-29.4285,19.2488,-23.9252,19.1621,-23.8321,-1,-1,-1
002841.XSHE,2017/8/19,39.6796,40.6446,14.8182,3.5879,31.6534,9.1776,8.1798,5.3498,9.3438,21.5846,91.5241,10.9445,9.3438,4.6547,7.6722,-0.5003,85.2411,9.186,89.1279,96.1013,4.3872,51.7605,8.8841,30.2415,8.8841,30.2415,-8.5651,102.7068,-14.1291,75.4656,-14.0326,76.1148,-1,-1,-1
002842.XSHE,2017/4/26,92.02,98.9876,11.69,7.22,185.09,2.718,2.4849,1.8847,8.5371,18.6874,91.0835,9.0571,8.5371,0.747,8.3261,0.4431,89.8985,1.417,91.4238,34.8607,-51.175,-573.9354,12.7379,,12.7379,,-2.3221,,3.2151,,3.2151,,-1,1,1
002843.XSHE,2017/4/24,124.68,124.6829,13.14,20.59,2133.76,2.1517,1.9107,1.9629,14.4032,40.3416,85.2565,14.7435,14.4032,6.668,11.4326,0.0333,88.5966,,88.7979,83.1182,13.771,93.4041,29.4479,14.5396,29.4479,14.5396,-5.2767,-17.0345,3.9793,-14.1706,3.9793,-14.1706,1,1,1
