code,pubDate,pe_ratio,pe_ratio_lyr,pb_ratio,ps_ratio,pcf_ratio,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual,label_30,label_60,label_90
002775.XSHE,2017/3/10,42.87,57.6745,4.43,4.26,-128.09,3.052,2.7611,1.8175,7.5514,18.6166,92.8825,7.1281,7.5514,,6.3447,1.3263,89.4017,,90.4677,83.5821,30.7316,431.7738,68.9821,14.2192,68.9821,14.2192,27.4058,-26.3886,31.889,-5.1152,31.889,-5.1152,-1,-1,-1
002775.XSHE,2017/4/24,40.32,40.3174,4.57,3.71,36.58,0.8664,0.8641,0.4714,3.7105,16.2377,95.7141,4.2859,3.7105,,11.0121,1.3034,99.7287,,99.7329,124.9912,-76.3367,-1781.1178,60.6023,-42.5822,60.6023,-42.5822,41.4944,-65.4764,44.2076,-71.7865,44.2076,-71.7865,-1,-1,-1
002776.XSHE,2017/4/25,61.79,56.8779,6.55,11.38,-37.1,2.5128,2.4412,2.1023,19.29,30.432,79.7672,20.8438,19.29,0.523,6.9002,1.3012,96.9024,2.926,97.15,117.177,25.3938,125.508,31.3085,62.5475,31.3085,62.5475,20.1823,94.9999,20.5225,112.0735,20.5225,112.0735,-1,-1,-1
002776.XSHE,2017/4/28,57.78,57.7768,6.5,10.47,-36.85,1.9688,1.823,1.8303,17.7367,28.0861,80.8771,19.885,17.7367,2.7624,5.1829,0.0865,92.3639,3.6812,92.5952,109.4057,-0.4464,-2.3342,32.0851,14.0495,32.0851,14.0495,11.0718,8.8036,16.8119,4.8658,16.8119,4.8658,-1,-1,-1
002776.XSHE,2017/8/18,44.8425,47.0873,2.6394,7.8385,35.8845,1.5726,1.364,1.4493,17.8357,29.2153,82.8731,20.967,17.8357,3.4095,7.1302,-0.0167,85.8485,10.7995,86.733,102.4981,-18.3597,-107.1976,24.4462,-19.4738,24.4462,-19.4738,30.7763,-15.0922,31.5006,-19.0241,31.5006,-19.0241,-1,-1,-1
002777.XSHE,2017/3/31,116.84,126.1038,17.37,15.17,29.87,9.5633,9.0424,4.4765,18.214,40.5633,82.5023,17.5908,18.214,9.5837,9.6261,-0.3105,93.5545,0.498,94.5527,119.0107,54.5623,311.8251,24.7971,293.3872,24.7971,293.3872,21.7519,965.6929,49.234,488.8637,59.117,413.4929,-1,-1,-1
002777.XSHE,2017/4/28,81.33,81.3291,13.74,11.91,109.43,1.4934,1.3988,0.7105,8.4318,39.9116,89.2399,10.1075,8.4318,11.5674,16.1551,-0.8113,100.3748,-6.0883,93.661,69.6183,-62.867,-584.2586,24.6929,-64.3135,24.6929,-64.3135,23.8178,-79.495,26.1946,-83.4796,24.2254,-83.5139,-1,-1,-1
002778.XSHE,2017/4/20,135.98,117.4204,7.08,7.62,58.44,1.4986,1.5401,1.2308,6.2483,17.1756,92.8408,7.4621,6.2483,3.5975,5.1165,0.7971,102.9271,4.3548,102.7696,134.6049,50.4994,705.3818,6.2558,-4.5739,6.2558,-4.5739,74.0399,10.5909,64.9003,7.2844,64.9003,7.2844,-1,-1,-1
002778.XSHE,2017/4/24,91.25,91.2514,5.29,5.61,43.69,1.3442,1.2543,1.1314,5.9675,14.5284,93.5958,6.8657,5.9675,3.0268,4.1529,0.5786,93.1658,6.7135,93.3086,90.8161,-38.5019,-601.2013,11.3113,-4.7323,11.3113,-4.7323,19.616,-12.3467,-21.1383,-9.0137,-21.1383,-9.0137,-1,-1,-1
002778.XSHE,2017/8/18,79.8998,74.8294,4.2708,4.4912,45.8684,1.2577,1.2976,1.0623,5.0163,13.958,94.4617,5.7927,5.0163,2.7185,4.4958,0.4719,99.8302,1.0418,103.172,94.7162,12.6916,229.1605,6.7702,12.0972,6.7702,12.0972,22.0029,-5.4212,13.2191,-5.7704,13.2191,-5.7704,-1,-1,-1
002779.XSHE,2017/4/26,106.27,91.3333,7.27,10.44,-73.94,0.1945,-0.4968,0.1605,1.1931,18.3929,102.8726,0.6969,1.1931,6.0555,14.3084,-1.5271,-173.9358,216.1318,-255.4738,98.1056,2.4594,-85.6176,-13.2467,0.1458,-13.2467,0.1458,-91.0356,-95.1747,-84.4407,-90.6129,-84.4407,-90.6129,-1,-1,-1
002779.XSHE,2017/4/26,136.93,136.9349,7.85,11.7,-79.94,1.3392,1.2573,1.0919,6.4827,22.1376,93.0339,7.4512,6.4827,3.6015,9.3458,0.3872,93.7387,6.528,93.8886,78.3627,-20.1065,-288.6337,10.916,27.7097,10.916,27.7097,-11.4091,1265.5267,-13.812,593.9085,-13.812,593.9085,-1,-1,-1
002780.XSHE,2017/3/3,157.15,147.8778,12.01,13.14,82.58,6.8199,6.5039,5.7097,20.5009,52.5317,77.6035,22.8709,20.5009,12.2912,13.6496,1.4444,90.6792,1.9209,95.3666,127.1356,46.1745,206.1688,5.508,53.1968,5.508,53.1968,10.4308,965.5261,32.3337,1021.3219,32.0826,1016.3617,-1,-1,-1
002780.XSHE,2017/4/29,112.44,112.4435,10.15,11.26,-78.32,-0.7568,-0.7911,-0.6487,-4.3452,42.1545,106.7177,-6.1396,-4.3452,29.6362,17.294,1.7402,114.7564,-9.8765,104.5404,134.8446,-55.1578,821.0791,15.8701,-44.1398,15.8701,-44.1398,-595.3661,-114.9953,-645.7103,-111.8395,-617.5275,-111.2494,-1,-1,-1
002780.XSHE,2017/8/12,85.472,76.9438,7.0562,7.4958,176.8571,0.8739,0.6025,0.6679,3.7342,45.3617,95.7939,4.207,3.7342,24.4497,14.458,1.7604,75.4642,0.015,68.9408,95.239,6.503,154.6078,16.5038,28.1237,16.5038,28.1237,-53.2631,187.7932,-43.8951,210.1093,-44.3645,215.7208,1,1,1
002781.XSHE,2017/4/27,66.34,55.6683,4.49,2.3,51.62,0.8212,0.5333,0.3835,1.4083,15.6871,97.2758,2.6941,1.4083,0.8383,2.8,1.3161,83.8339,-0.9279,64.9406,59.7941,14.1604,519.7992,16.9279,11.6158,16.9279,11.6158,-14.8623,-45.6828,-4.4735,-61.9256,-4.4735,-61.9256,-1,-1,-1
002781.XSHE,2017/4/27,67.71,67.709,4.66,2.29,53.62,2.4242,2.4143,1.1045,6.0579,15.3338,92.7156,7.3489,6.0579,0.9946,3.5113,2.0111,98.7308,0.8753,99.5922,145.7198,-26.1932,-359.5812,-6.2027,-30.1115,-6.2027,-30.1115,-4.319,90.6438,1.9579,200.6307,1.9579,200.6307,-1,-1,-1
002782.XSHE,2017/4/21,156.99,203.4415,14.16,14.04,69.35,-0.5015,-0.4922,-0.4036,-2.1021,22.1624,101.2313,-0.296,-2.1021,5.2576,12.3031,-4.3892,117.5111,-89.2572,98.1589,113.5477,3.5664,-289.6464,1.1063,-12.7431,1.1063,-12.7431,-103.8435,-101.7419,-137.0256,-116.1067,-137.0256,-116.1067,-1,1,1
002782.XSHE,2017/4/27,165.27,165.2695,11.85,11.7,58.02,1.8521,1.4856,1.4519,8.1619,23.6926,92.3803,7.8881,8.1619,4.5502,10.2366,0.8251,78.3085,2.7586,80.2128,114.8564,2.7681,36.3285,-8.9721,-4.2305,-8.9721,-4.2305,-43.1307,2651.7747,-17.1179,471.8564,-17.1179,471.8564,1,1,1
002782.XSHE,2017/8/19,160.1155,151.534,11.2939,10.9885,177.0466,1.7012,1.0715,1.3153,6.4654,22.2076,95.2856,5.5464,6.4654,4.2396,9.4974,1.8478,61.799,10.9068,62.9876,99.2555,-1.321,-28.0208,4.8859,15.0101,4.8859,15.0101,-53.9254,-19.1322,-26.9025,-8.8963,-26.9025,-8.8963,-1,-1,-1
002783.XSHE,2017/4/12,61.39,71.3731,5.28,7.68,103.87,1.8269,1.7176,1.5928,10.2256,42.5457,88.582,11.6739,10.2256,17.6077,12.2729,-0.003,93.6461,2.0991,94.0202,91.6891,29.2868,256.497,19.8678,22.3218,19.8678,22.3218,-4.6367,-15.369,-8.268,-11.41,-16.1334,-14.1504,-1,-1,-1
002783.XSHE,2017/4/15,62.33,62.3257,5.2,7.21,102.3,1.3739,1.2905,0.9519,8.3262,34.4075,93.0511,10.3699,8.3262,12.0041,13.3129,0.4478,63.1994,31.1133,93.9333,71.4094,-25.217,-362.8914,42.9713,-18.3723,42.9713,-18.3723,32.4493,-27.4905,13.2703,-33.5345,16.4136,-23.3485,1,1,1
002785.XSHE,2017/4/25,275.4,299.3388,9.82,8.72,170.37,1.2609,0.8848,0.9079,3.306,19.6904,97.3245,3.2667,3.306,3.6905,5.6167,1.4487,65.6538,14.5078,70.1704,98.2653,14.1775,529.9063,85.3107,77.606,85.3107,77.606,-13.209,-10.8158,28.2386,32.4047,2.1668,39.5647,-1,-1,-1
002785.XSHE,2017/4/28,217.25,217.2459,8.21,5.87,142.4,0.5374,0.5389,0.4962,3.3971,22.6239,94.516,5.6379,3.3971,8.9996,6.2289,2.585,97.231,2.728,100.2796,127.9295,-17.6987,-322.7302,25.6323,-46.045,25.6323,-46.045,55.6717,-6.8798,68.9229,-44.5576,33.1565,-57.0009,-1,-1,-1
002786.XSHE,2017/3/31,80.17,104.249,7.82,2.78,53.58,3.0605,2.1131,1.132,4.2691,17.6366,97.1454,2.9341,4.2691,3.4543,8.409,0.6674,65.7405,1.8326,69.0444,97.1863,7.2146,252.7373,-3.5106,7.1995,-3.5106,7.1995,6.2287,-5.075,12.8426,41.0921,0.2705,40.9471,-1,-1,-1
002786.XSHE,2017/4/18,68.9,68.9012,6.52,2.42,-673.44,0.7684,0.3221,0.2878,1.5348,15.1416,98.8762,1.1031,1.5348,4.3839,7.552,1.3251,54.5821,-1.0087,41.9231,120.3164,4.5851,407.9914,-8.3776,-24.3059,-8.3776,-24.3059,-80.4002,-71.5437,-68.1352,-72.7859,-70.9343,-74.4836,-1,-1,-1
002786.XSHE,2017/8/17,70.0045,56.1217,5.3358,2.0082,-58.6073,2.1024,1.3146,0.7215,3.1381,17.1734,97.4773,2.1845,3.1381,5.3711,7.0688,0.3222,64.7369,-8.6783,62.5272,96.5177,-4.5837,-181.7004,9.3333,25.1483,9.3333,25.1483,-15.7436,147.8455,23.2649,155.8752,27.7477,176.7219,-1,-1,-1
002787.XSHE,2017/4/12,50.6,68.6761,6.21,5.92,81.48,1.7165,1.4103,1.3802,6.0834,20.9841,92.9521,7.3817,6.0834,6.807,7.9315,-0.0329,88.5664,4.1936,82.165,146.2301,20.2198,286.8893,13.3898,-4.143,13.3898,-4.143,-23.4393,-38.8634,-29.2532,-40.255,-29.2532,-40.255,-1,-1,-1
002787.XSHE,2017/4/22,52.65,52.6503,5.93,5.49,77.84,2.3055,2.1613,1.7998,8.6287,21.9664,89.5076,10.6745,8.6287,3.1031,7.0951,0.0804,95.2,1.6525,93.7449,91.5416,-1.8103,-17.2538,28.5934,-3.0791,28.5934,-3.0791,-4.7699,40.1554,-22.3979,37.4735,-22.3979,37.4735,-1,-1,-1
002788.XSHE,2017/4/18,65.44,66.6371,5.68,1.08,265.62,2.7293,2.2775,0.9968,2.1534,8.1668,97.2691,2.5912,2.1534,2.4228,2.1573,0.7591,99.7723,,83.4461,127.5041,32.087,1174.9688,-0.7136,-7.5944,-0.7136,-7.5944,-10.1249,34.9282,-1.4679,51.1747,-0.0837,52.4772,-1,-1,-1
002788.XSHE,2017/4/18,49.9,49.9002,4.49,0.85,210.24,1.6796,1.6364,0.6477,1.439,7.5243,98.0554,1.9446,1.439,2.1818,2.3545,0.6921,97.4852,,97.4263,126.3516,-9.8837,-508.275,1.1319,-5.5418,1.1319,-5.5418,6.1328,-29.1149,5.2943,-36.8789,6.9771,-37.0748,-1,-1,-1
002788.XSHE,2017/8/8,36.4674,36.9452,3.1208,0.6096,-35.5437,2.8743,2.8553,1.0825,2.1969,7.7893,97.1772,2.8988,2.1969,1.8284,1.9762,0.7782,99.4003,,99.3399,88.2925,-26.0764,-923.7923,12.5395,25.2398,12.5395,25.2398,25.6577,86.6986,34.4457,91.201,22.8579,73.4296,-1,-1,-1
002789.XSHE,2017/3/28,77.96,80.4292,6.06,3.43,11.38,2.3851,2.2396,0.837,3.3055,12.9403,94.442,5.5914,3.3055,1.5029,1.0312,1.5508,95.2225,,93.9001,61.2869,-6.1093,-109.9184,54.4345,51.9867,54.4345,51.9867,26.4224,88.9053,-1.7553,44.6979,0.6752,48.7296,-1,-1,-1
002789.XSHE,2017/4/28,60.22,60.2196,4.57,2.33,20.96,2.5573,2.5803,0.8789,3.8644,9.7574,95.5949,4.6468,3.8644,0.5433,1.5802,2.7059,95.6445,5.2474,100.8976,104.4289,-16.4838,-374.1981,68.8975,-2.9972,68.8975,-2.9972,22.2362,-19.3842,32.8432,13.4055,33.1826,9.8776,-1,-1,-1
002790.XSHE,2017/4/19,45.91,49.6609,5.9,9.47,51.61,4.0797,3.405,3.6567,24.8733,37.4274,75.5865,27.3568,24.8733,3.9444,8.4368,-3.4822,83.4544,10.0613,83.4603,58.2029,21.6645,88.7396,1.9343,4.9972,1.9343,4.9972,15.7922,25.8451,18.6251,24.2964,18.6251,24.2964,-1,-1,-1
002790.XSHE,2017/4/26,34.95,34.947,4.91,7.83,42.9,2.4623,2.4044,2.2117,17.5435,34.9668,79.2928,20.7072,17.5435,3.45,9.3628,0.2067,97.7075,,97.646,112.2684,20.8926,100.8953,12.8036,-11.594,12.8036,-11.594,12.4826,-33.0828,8.1189,-37.6462,8.1189,-37.6462,-1,-1,-1
002790.XSHE,2017/8/15,29.0185,29.4373,3.9052,6.1804,-10.696,3.4627,3.2449,3.1254,20.0832,33.6333,81.5194,21.3204,20.0832,4.17,8.1717,2.099,81.7189,,93.7086,112.7466,25.9701,140.5264,8.5143,23.6372,8.5143,23.6372,-2.261,27.2982,2.2426,41.5361,2.2426,41.5361,-1,-1,-1
002791.XSHE,2017/4/24,46.23,55.5359,4.85,4.47,22.33,2.8096,2.6459,2.2754,9.2993,39.7464,89.9144,10.2551,9.2993,23.3568,8.5926,-0.8277,94.0198,1.5802,94.1748,139.5694,44.8985,445.174,13.276,-5.0789,13.276,-5.0789,1.5346,-24.6588,-0.3316,-21.4805,0.0142,-22.4498,-1,-1,-1
002791.XSHE,2017/4/24,37.37,37.3691,3.92,3.49,18.05,0.1127,-0.0829,0.0942,0.545,37.3801,100.5291,-0.3129,0.545,24.1031,11.4732,-0.5487,-98.5388,40.2683,-73.5432,76.1125,-34.2585,6475.1748,16.8556,-28.202,16.8556,-28.202,-15.2532,-102.1904,257.5056,-95.7924,315.8674,-95.9321,-1,-1,-1
002791.XSHE,2017/8/18,29.0335,29.5023,3.0764,2.682,-23.9358,3.9494,3.8133,3.1709,12.1677,41.1724,86.2224,13.9243,12.1677,17.0682,7.5064,-0.533,97.4355,1.0376,96.5553,66.6402,-4.7204,-34.2612,15.1952,57.4617,15.1952,57.4617,9.8099,7107.9165,5.1497,3415.709,1.7385,3439.2434,-1,-1,-1
002792.XSHE,2017/4/25,54.93,49.5128,6.91,9.48,23.58,2.9078,2.1117,2.0606,19.2946,40.7322,84.6311,15.539,19.2946,8.1362,13.0104,-1.1418,70.6096,0.7816,72.6231,110.1305,25.0378,162.9126,-21.2385,-2.5292,-21.2385,-2.5292,-21.913,1.0264,-20.9683,34.517,-20.9683,34.517,-1,1,1
002792.XSHE,2017/4/25,40.63,40.631,4.8,7,16.4,1.3365,0.9651,0.9314,8.4918,32.0173,92.1179,9.9259,8.4918,7.3019,15.2834,-1.3925,73.955,19.1758,72.2142,114.4602,0.5878,7.4568,3.2371,7.394,3.2371,7.394,-51.9027,-31.3996,-51.3457,-52.7346,-51.3457,-52.7346,-1,1,1
002793.XSHE,2017/3/20,70.32,81.1983,9.87,10.39,83.11,3.6831,2.7137,3.0988,16.6537,25.7517,85.8179,20.2188,16.6537,2.9943,9.1751,-3.5673,73.4155,31.2495,73.6796,120.4665,41.5513,292.9831,-0.9861,2.962,-0.9861,2.962,40.0111,17.8712,30.6212,12.0408,30.6212,12.0408,-1,-1,-1
002793.XSHE,2017/4/24,58.27,58.2686,8.37,9.17,85.8,3.47,3.175,2.8413,12.9756,28.869,86.3313,14.7843,12.9756,2.5639,9.5261,0.4224,91.3279,7.4533,91.4976,85.4292,-20.9805,-153.4927,35.1949,25.3212,35.1949,25.3212,55.6773,-8.3635,58.772,-2.3568,58.772,-2.3568,1,1,1
002793.XSHE,2017/8/8,40.9531,44.6779,6.7633,6.5281,33.2609,5.6522,5.4369,4.3496,16.5831,32.8758,81.6283,19.2617,16.5831,2.358,8.8443,1.3039,96.1121,4.1916,96.1908,95.7739,31.6958,172.5252,22.8336,27.8989,22.8336,27.8989,19.6697,66.6335,8.8406,63.4576,8.8406,63.4576,-1,-1,-1
002795.XSHE,2017/3/14,129.97,138.7842,15.52,19.18,34.02,2.9368,2.173,2.5975,15.5766,26.3769,85.818,17.8483,15.5766,4.6918,10.5404,-4.9951,76.4853,19.7732,73.9939,96.8567,-1.3533,-9.5423,-15.9872,0.5327,-15.9872,0.5327,-15.9988,18.9063,-14.9849,19.2489,-14.9849,19.2489,-1,-1,-1
002795.XSHE,2017/4/25,94.54,94.5415,10.46,13.97,121.68,1.9634,1.8769,1.7301,11.2639,27.877,87.2935,13.3152,11.2639,4.014,10.6574,-0.12,95.8215,4.5905,95.5907,107.3402,14.6916,115.6229,3.9029,-5.1741,3.9029,-5.1741,-10.5237,-29.258,-16.9122,-31.4285,-16.9122,-31.4285,1,1,1
002795.XSHE,2017/8/19,74.5214,71.804,8.4759,10.517,200.7645,2.9874,2.8407,2.6312,11.885,28.1793,86.5552,14.1237,11.885,3.7035,8.2284,1.553,94.987,4.7963,95.0887,82.3129,-2.5501,-18.9673,19.2924,41.8735,19.2924,41.8735,-13.7216,50.4874,-11.8029,49.6961,-11.8029,49.6961,-1,-1,-1
002796.XSHE,2017/4/7,97.86,92.7189,10.56,10.53,222.69,2.7665,2.1367,2.1824,9.6953,16.5701,91.6523,10.4902,9.6953,1.9471,5.8469,-0.2942,76.27,19.5755,77.236,118.3971,11.3238,135.6518,19.5561,4.3585,19.5561,4.3585,9.0312,-8.1013,-15.5283,-1.3052,-15.5283,-1.3052,-1,-1,-1
002796.XSHE,2017/4/22,84.83,84.8323,8.6,8.19,181.37,0.997,0.769,0.7779,4.4283,14.6902,95.8483,5.0818,4.4283,2.0681,7.4495,-0.0597,77.6997,17.4056,77.126,108.5694,-2.8698,-69.1238,18.5112,-19.6042,18.5112,-19.6042,-29.439,-61.0538,-26.7024,-63.2795,-26.7024,-63.2795,-1,-1,-1
002796.XSHE,2017/8/19,53.7973,51.8324,5.3924,4.8997,-70.4231,1.9765,1.434,1.5188,6.055,13.4716,95.41,6.4412,6.055,1.6374,5.9352,0.075,70.1249,20.4447,72.554,105.9743,4.9125,107.0272,16.0754,43.5635,16.0754,43.5635,-36.4502,81.9689,-37.2345,96.2999,-37.2345,96.2999,-1,-1,-1
002797.XSHE,2017/3/25,110.03,74.5905,8.61,32.14,-7.17,1.5748,1.5244,0.367,21.1226,,74.0602,25.9398,21.1226,,72.8942,,13.288,82.4311,96.8046,,-532.0836,-14775.8672,-37.3889,-8.2106,-37.3889,-8.2106,-57.9536,-46.5749,-58.1509,-44.56,-48.7109,-29.0172,-1,-1,-1
002797.XSHE,2017/4/25,110.47,110.4667,7.21,30.61,-24.91,0.7935,0.7818,0.2064,18.0989,,78.0787,21.9213,18.0989,,76.7068,,55.0173,43.1663,98.5216,,2.5311,20.6059,-3.5982,-35.7166,-3.5982,-35.7166,-45.2005,-45.6752,-37.5534,-44.9187,-31.3099,-50.0824,-1,-1,-1
002798.XSHE,2017/3/31,102.33,108.3317,10.32,14.82,105.3,4.3531,3.878,3.8984,16.685,32.9368,86.6481,14.4594,16.685,12.05,4.5659,-0.2688,72.0743,5.9781,89.0863,131.5971,15.1385,113.3803,32.8555,70.9256,32.8555,70.9256,4.8931,363.9091,-19.1855,202.5258,-19.1855,202.5258,-1,-1,-1
002798.XSHE,2017/4/25,94.96,94.9567,8.21,11.25,-970.22,0.3252,-0.7006,0.287,2.6118,23.8688,113.1272,-12.4376,2.6118,24.369,12.717,-0.3704,-416.0093,21.8533,-215.4344,163.1083,7.3655,-56.1084,12.6349,-51.1593,12.6349,-51.1593,-66.5549,-142.0117,190.5029,-92.3547,190.5029,-92.3547,-1,-1,-1
002798.XSHE,2017/8/3,64.0471,69.1277,6.2301,8.034,56.3772,3.7931,3.6596,3.2854,14.85,31.6249,87.485,24.6945,14.85,11.5161,6.4985,-0.7138,73.7838,3.6556,96.4806,101.0123,10.2362,81.7915,19.2289,104.8394,19.2289,104.8394,164.2087,506.7023,13.7684,1064.6576,13.7684,1064.6576,-1,-1,-1
002799.XSHE,2017/4/27,153.15,144.2827,9.94,13.04,74.06,1.9956,1.4628,1.4915,9.2862,20.0911,91.0552,9.2048,9.2862,4.4015,4.3037,0.5689,73.811,2.1453,73.2995,174.806,13.681,152.9497,1.8689,27.1061,1.8689,27.1061,-43.6868,2621.3262,-37.1546,1820.7737,-37.1546,1820.7737,-1,-1,-1
002799.XSHE,2017/4/27,191.78,191.7825,10.16,13.26,75.71,1.1708,1.1709,0.8875,5.7489,21.4323,95.2756,6.8288,5.7489,5.8798,8.1599,0.5194,69.1888,30.8185,100.0074,96.1136,-10.2578,-217.1236,19.023,-3.7231,19.023,-3.7231,17.5041,-28.5747,-2.5612,-40.3969,-2.5612,-40.3969,-1,-1,-1
002799.XSHE,2017/8/18,112.0655,111.3973,5.9441,7.3813,134.9413,1.3334,1.2769,1.0191,5.9455,20.3591,94.1648,7.0807,5.9455,8.3426,4.0612,0.4155,78.6768,16.7939,95.7624,117.803,13.9144,238.457,12.8587,9.3738,12.8587,9.3738,-27.4567,13.4094,-30.0554,13.1134,-30.0554,13.1134,-1,-1,-1
002800.XSHE,2017/4/13,138.1,145.9186,11.9,9.69,115.86,2.611,1.4966,1.7686,6.2976,10.6339,95.9228,4.0772,6.2976,2.3431,3.1741,0.8683,57.865,,57.3189,81.3469,18.8081,461.2994,48.0834,27.7861,48.0834,27.7861,-31.5487,-16.8965,14.52,8.7291,8.745,4.3435,-1,-1,-1
002800.XSHE,2017/4/25,116.4,116.3992,10.28,7.5,100.06,1.7828,1.767,1.2924,4.5071,10.4649,94.5038,5.4962,4.5071,1.3099,1.9711,1.1821,99.2393,,99.1128,60.107,-6.9776,-126.9531,87.6802,5.7442,87.6802,5.7442,141.3215,42.5472,119.2819,-24.3205,92.9517,-30.208,1,1,1
002801.XSHE,2017/3/20,82.28,91.9457,10.53,18.02,64.07,4.0012,3.3327,3.5529,23.4044,34.1263,77.3778,26.0705,23.4044,4.0534,7.2251,-1.5833,83.1667,12.6771,83.2923,29.9233,30.7698,136.016,20.7916,23.4027,20.7916,23.4027,45.4818,22.479,37.8788,21.6186,37.8788,21.6186,-1,-1,-1
002801.XSHE,2017/4/20,63.52,63.5178,8.5,14.39,-125.75,2.982,2.3606,2.6409,20.6008,29.4997,81.0308,23.3292,20.6008,3.0136,6.0621,0.0536,78.9723,18.1514,79.1599,84.5971,-2.0767,-10.9477,31.2619,-12.3287,31.2619,-12.3287,23.499,-21.5473,18.8562,-22.8308,18.8562,-22.8308,1,1,1
002801.XSHE,2017/7/31,46.6513,48.3265,6.2654,10.3369,41.9543,4.167,3.7406,3.6072,18.5841,30.4716,80.8029,21.3054,18.5841,3.2342,5.2803,0.7434,89.5607,9.8355,89.7671,76.5582,34.8617,181.5987,33.3868,58.7651,33.3868,58.7651,22.0973,44.9921,17.8379,43.2225,17.8379,43.2225,-1,-1,-1
002802.XSHE,2017/4/28,121.36,136.779,11.61,20.47,-139.67,2.4437,1.949,2.3132,14.6432,27.0866,85.7114,16.2476,14.6432,3.3234,9.1856,-0.8917,87.865,12.0464,79.7565,78.6281,14.1561,99.0727,14.6022,17.1881,14.6022,17.1881,11.133,-12.3295,12.675,-9.0161,12.675,-9.0161,-1,-1,-1
002802.XSHE,2017/4/28,125.45,125.4514,12.4,21.06,-149.2,2.3837,1.8789,2.276,17.67,28.4409,83.5953,18.7561,17.67,2.2251,7.9059,0.1392,78.7847,11.2925,78.8225,61.7038,-0.8474,-5.1657,14.5445,-17.1869,14.5445,-17.1869,1.653,-4.4013,8.3178,-0.0692,8.3178,-0.0692,-1,-1,-1
002802.XSHE,2017/8/15,64.8384,66.0888,6.1989,10.7259,-59.026,4.385,2.5748,4.1298,24.4028,31.4402,83.1329,19.5432,24.4028,2.7689,10.2176,0.5051,58.6875,,58.7174,76.9889,26.6317,157.8909,23.7928,35.8218,23.7928,35.8218,47.9314,41.522,95.804,87.5738,95.804,87.5738,-1,-1,-1
002803.XSHE,2017/3/31,146.29,160.668,14.26,10.88,101.36,3.0896,1.6771,1.8819,8.662,17.0821,94.355,5.645,8.662,5.4682,4.8429,0.8313,54.6796,,54.2826,96.0353,9.819,173.9411,13.007,9.4915,13.007,9.4915,-8.6029,-24.9793,32.1349,17.8917,17.1106,13.9653,-1,-1,-1
002803.XSHE,2017/4/25,122.43,122.4315,12.05,9.24,139.63,2.0465,2.092,1.1593,4.7641,17.3837,94.399,6.1465,4.7641,4.8932,4.5874,0.7424,94.5747,9.211,102.226,91.8006,-6.4789,-115.6739,37.3325,19.7568,37.3325,19.7568,51.0984,30.3956,47.9959,-34.1343,41.1868,-31.8745,-1,-1,-1
002805.XSHE,2017/4/26,207.51,184.6476,9.12,18.6,-4796.4399,0.9355,0.8694,0.8905,7.3309,23.637,91.7858,8.7464,7.3309,5.1879,3.9479,-0.2674,86.5071,5.605,92.9363,105.4306,-1.8797,-22.8837,-6.4566,18.8431,-6.4566,18.8431,-17.3588,174.2209,-15.0796,58.6126,-12.1927,58.6126,-1,-1,-1
002805.XSHE,2017/4/26,182.24,182.2431,7.86,16.21,-4134.3301,1.4958,0.8558,1.4227,11.4963,18.1865,91.4391,8.7744,11.4963,4.4154,3.3618,0.0846,55.8333,1.3925,57.2131,105.6394,-4.0285,-47.0568,14.6561,3.2049,14.6561,3.2049,-25.2795,3.5357,21.5207,61.8462,21.0076,61.8462,-1,-1,-1
002805.XSHE,2017/8/16,120.7983,128.2823,5.3369,10.9787,324.1013,1.1026,0.9887,0.9827,8.1231,19.5568,90.2998,9.7002,8.1231,4.8088,3.4287,0.237,89.6518,,89.6622,113.6062,0.2626,2.707,7.3074,5.1462,7.3074,5.1462,4.9535,16.2402,-23.2758,-25.7058,-23.2758,-25.7058,-1,-1,-1
002806.XSHE,2017/4/13,182.98,193.7495,14.4,14.67,77.47,2.0168,1.769,1.3083,6.412,15.9304,95.1258,4.8742,6.412,2.4829,6.3883,0.7907,82.3096,,87.7136,-85.3897,2.2992,47.172,42.9828,18.55,42.9828,18.55,-37.35,-26.5102,-11.1848,20.0878,-11.1848,20.0878,-1,-1,-1
002806.XSHE,2017/4/26,158.86,158.8583,11.99,11.13,64.5,0.9818,0.6691,0.6361,3.7799,17.583,96.9334,3.0666,3.7799,3.0267,10.1737,1.0095,70.3132,,68.1471,117.1676,1.3607,44.3713,33.9145,-16.1782,33.9145,-16.1782,4.8217,-47.2638,12.3111,-50.5859,12.3111,-50.5859,1,1,1
